Date,Canton,Blood_Type,Blood_in_Liter,Demand_in_Liter
2024-11-03,TG,AB+,16.38,11.89
2024-11-03,TG,AB-,15.58,12.51
2024-11-03,TG,0+,11.39,9.25
2024-11-03,TG,0-,4.04,12.26
2024-11-03,TI,A+,22.32,13.06
2024-11-03,TI,A-,26.0,13.92
2024-11-03,TI,B+,20.58,12.64
2024-11-03,TI,B-,3.62,10.68
2024-11-03,TI,AB+,17.17,9.39
2024-11-03,TI,AB-,26.46,13.75
2024-11-03,TI,0+,15.31,13.01
2024-11-03,TI,0-,15.7,9.04
2024-11-03,VD,A+,21.41,15.54
2024-11-03,VD,A-,40.55,33.28
2024-11-03,VD,B+,33.98,21.9
2024-11-03,VD,B-,8.13,17.38
2024-11-03,VD,AB+,37.41,34.22
2024-11-03,VD,AB-,23.48,19.42
2024-11-03,VD,0+,27.53,27.92
2024-11-03,VD,0-,32.69,20.43
2024-11-03,VS,A+,36.25,19.05
2024-11-03,VS,A-,27.13,16.77
2024-11-03,VS,B+,4.98,8.91
2024-11-03,VS,B-,27.57,19.06
2024-11-03,VS,AB+,21.11,13.98
2024-11-03,VS,AB-,7.08,12.59
2024-11-03,VS,0+,13.8,8.75
2024-11-03,VS,0-,17.23,13.91
2024-11-03,NE,A+,6.54,4.18
2024-11-03,NE,A-,4.34,3.42
2024-11-03,NE,B+,4.91,3.76
2024-11-03,NE,B-,6.06,4.7
2024-11-03,NE,AB+,4.6,4.29
2024-11-03,NE,AB-,9.63,6.19
2024-11-03,NE,0+,9.9,6.66
2024-11-03,NE,0-,13.48,8.37
2024-11-03,GE,A+,18.51,12.15
2024-11-03,GE,A-,16.61,11.21
2024-11-03,GE,B+,14.22,13.13
2024-11-03,GE,B-,21.12,13.97
2024-11-03,GE,AB+,23.65,16.04
2024-11-03,GE,AB-,19.34,12.2
2024-11-03,GE,0+,19.5,17.24
2024-11-03,GE,0-,9.78,25.88
2024-11-03,JU,A+,7.03,4.75
2024-11-03,JU,A-,4.63,2.69
2024-11-03,JU,B+,6.66,3.71
2024-11-03,JU,B-,3.27,4.94
2024-11-03,JU,AB+,6.17,3.98
2024-11-03,JU,AB-,6.7,5.4
2024-11-03,JU,0+,2.84,2.14
2024-11-03,JU,0-,9.66,5.57
2024-11-10,ZH,A+,33.74,26.6
2024-11-10,ZH,A-,53.26,37.91
2024-11-10,ZH,B+,23.45,15.73
2024-11-10,ZH,B-,22.81,34.54
2024-11-10,ZH,AB+,21.25,18.5
2024-11-10,ZH,AB-,39.97,27.17
2024-11-10,ZH,0+,37.57,30.41
2024-11-10,ZH,0-,38.72,22.36
2024-11-10,BE,A+,33.68,21.85
2024-11-10,BE,A-,53.33,26.93
2024-11-10,BE,B+,3.29,10.86
2024-11-10,BE,B-,29.39,25.63
2024-11-10,BE,AB+,16.15,11.72
2024-11-10,BE,AB-,24.45,12.83
2024-11-10,BE,0+,18.45,15.24
2024-11-10,BE,0-,45.69,28.29
2024-11-10,LU,A+,17.03,14.13
2024-11-10,LU,A-,34.52,19.74
2024-11-10,LU,B+,32.0,22.04
2024-11-10,LU,B-,22.13,12.02
2024-11-10,LU,AB+,35.19,23.8
2024-11-10,LU,AB-,22.31,16.84
2024-11-10,LU,0+,21.3,16.23
2024-11-10,LU,0-,8.33,21.72
2024-11-10,UR,A+,7.76,4.13
2024-11-10,UR,A-,9.8,8.36
2024-11-10,UR,B+,10.16,8.52
2024-11-10,UR,B-,9.12,6.48
2024-11-10,UR,AB+,6.67,4.02
2024-11-10,UR,AB-,10.41,8.17
2024-11-10,UR,0+,5.36,4.89
2024-11-10,UR,0-,14.4,8.77
2024-11-10,SZ,A+,12.0,9.37
2024-11-10,SZ,A-,25.86,13.41
2024-11-10,SZ,B+,14.07,11.71
2024-11-10,SZ,B-,18.58,10.66
2024-11-10,SZ,AB+,7.17,4.51
2024-11-10,SZ,AB-,13.87,10.93
2024-11-10,SZ,0+,18.21,11.06
2024-11-10,SZ,0-,17.57,9.1
2024-11-10,OW,A+,1.08,3.29
2024-11-10,OW,A-,2.39,1.73
2024-11-10,OW,B+,1.12,2.16
2024-11-10,OW,B-,4.59,2.59
2024-11-10,OW,AB+,3.39,2.44
2024-11-10,OW,AB-,6.85,4.2
2024-11-10,OW,0+,6.27,4.3
2024-11-10,OW,0-,1.59,1.53
2024-11-10,NW,A+,4.42,4.34
2024-11-10,NW,A-,5.64,3.81
2024-11-10,NW,B+,2.42,2.3
2024-11-10,NW,B-,2.74,2.04
2024-11-10,NW,AB+,6.33,3.38
2024-11-10,NW,AB-,4.55,2.37
2024-11-10,NW,0+,10.38,5.89
2024-11-10,NW,0-,7.43,4.03
2024-11-10,GL,A+,7.7,5.88
2024-11-10,GL,A-,3.18,2.47
2024-11-10,GL,B+,8.66,5.29
2024-11-10,GL,B-,2.96,2.22
2024-11-10,GL,AB+,8.19,4.63
2024-11-10,GL,AB-,8.68,4.74
2024-11-10,GL,0+,7.05,3.91
2024-11-10,GL,0-,0.96,3.09
2024-11-10,ZG,A+,7.18,3.99
2024-11-10,ZG,A-,2.0,7.45
2024-11-10,ZG,B+,7.26,4.5
2024-11-10,ZG,B-,8.35,6.16
2024-11-10,ZG,AB+,5.79,4.08
2024-11-10,ZG,AB-,8.3,6.22
2024-11-10,ZG,0+,2.13,6.81
2024-11-10,ZG,0-,11.31,5.91
2024-11-10,FR,A+,1.66,4.75
2024-11-10,FR,A-,10.28,5.51
2024-11-10,FR,B+,11.88,8.48
2024-11-10,FR,B-,5.87,4.01
2024-11-10,FR,AB+,8.05,4.68
2024-11-10,FR,AB-,7.07,4.72
2024-11-10,FR,0+,11.36,8.23
2024-11-10,FR,0-,13.1,8.43
2024-11-10,SO,A+,15.91,10.11
2024-11-10,SO,A-,30.72,16.14
2024-11-10,SO,B+,13.95,7.61
2024-11-10,SO,B-,26.34,16.98
2024-11-10,SO,AB+,15.93,10.88
2024-11-10,SO,AB-,13.86,12.95
2024-11-10,SO,0+,18.28,13.21
2024-11-10,SO,0-,5.93,9.41
2024-11-10,BS,A+,15.14,10.28
2024-11-10,BS,A-,19.07,9.75
2024-11-10,BS,B+,6.46,6.45
2024-11-10,BS,B-,9.85,6.87
2024-11-10,BS,AB+,10.32,6.27
2024-11-10,BS,AB-,14.91,13.17
2024-11-10,BS,0+,1.7,6.23
2024-11-10,BS,0-,8.49,13.47
2024-11-10,BL,A+,21.8,12.3
2024-11-10,BL,A-,19.37,11.21
2024-11-10,BL,B+,14.83,12.1
2024-11-10,BL,B-,28.28,20.65
2024-11-10,BL,AB+,8.57,20.98
2024-11-10,BL,AB-,10.69,8.76
2024-11-10,BL,0+,10.2,7.96
2024-11-10,BL,0-,6.18,14.2
2024-11-10,SH,A+,10.79,6.73
2024-11-10,SH,A-,8.0,4.21
2024-11-10,SH,B+,13.12,8.7
2024-11-10,SH,B-,9.62,7.68
2024-11-10,SH,AB+,12.6,8.25
2024-11-10,SH,AB-,8.34,6.15
2024-11-10,SH,0+,6.41,4.45
2024-11-10,SH,0-,9.79,6.81
2024-11-10,AR,A+,11.03,7.42
2024-11-10,AR,A-,1.09,4.32
2024-11-10,AR,B+,8.59,6.87
2024-11-10,AR,B-,2.8,2.66
2024-11-10,AR,AB+,11.53,6.18
2024-11-10,AR,AB-,5.37,3.26
2024-11-10,AR,0+,8.53,6.34
2024-11-10,AR,0-,1.04,2.8
2024-11-10,AI,A+,3.17,2.89
2024-11-10,AI,A-,2.24,1.47
2024-11-10,AI,B+,2.15,1.18
2024-11-10,AI,B-,4.1,2.39
2024-11-10,AI,AB+,3.39,1.95
2024-11-10,AI,AB-,2.27,1.49
2024-11-10,AI,0+,4.06,2.88
2024-11-10,AI,0-,1.48,1.04
2024-11-10,SG,A+,36.62,22.18
2024-11-10,SG,A-,21.98,11.19
2024-11-10,SG,B+,36.47,25.25
2024-11-10,SG,B-,25.76,13.25
2024-11-10,SG,AB+,24.9,17.04
2024-11-10,SG,AB-,16.87,11.95
2024-11-10,SG,0+,3.7,11.58
2024-11-10,SG,0-,49.79,26.54
2024-11-10,GR,A+,8.08,13.2
2024-11-10,GR,A-,21.26,14.13
2024-11-10,GR,B+,11.05,8.29
2024-11-10,GR,B-,3.6,13.2
2024-11-10,GR,AB+,5.53,13.99
2024-11-10,GR,AB-,23.47,18.26
2024-11-10,GR,0+,14.36,11.81
2024-11-10,GR,0-,4.46,11.95
2024-11-10,AG,A+,30.98,18.83
2024-11-10,AG,A-,5.06,16.93
2024-11-10,AG,B+,28.06,19.89
2024-11-10,AG,B-,11.02,8.24
2024-11-10,AG,AB+,3.82,10.61
2024-11-10,AG,AB-,26.98,22.11
2024-11-10,AG,0+,30.99,19.4
2024-11-10,AG,0-,23.02,15.74
2024-11-10,TG,A+,9.88,7.77
2024-11-10,TG,A-,14.97,12.18
2024-11-10,TG,B+,5.49,9.81
2024-11-10,TG,B-,3.85,10.99
2024-11-10,TG,AB+,11.92,8.01
2024-11-10,TG,AB-,3.06,8.65
2024-11-10,TG,0+,5.66,5.15
2024-11-10,TG,0-,13.89,8.06
2024-11-10,TI,A+,17.31,9.13
2024-11-10,TI,A-,21.45,16.02
2024-11-10,TI,B+,10.82,7.39
2024-11-10,TI,B-,18.59,12.9
2024-11-10,TI,AB+,8.31,6.09
2024-11-10,TI,AB-,20.5,16.29
2024-11-10,TI,0+,10.4,7.57
2024-11-10,TI,0-,2.14,6.09
2024-11-10,VD,A+,4.81,18.32
2024-11-10,VD,A-,21.19,31.24
2024-11-10,VD,B+,26.73,13.81
2024-11-10,VD,B-,28.97,14.83
2024-11-10,VD,AB+,46.41,33.98
2024-11-10,VD,AB-,29.32,16.17
2024-11-10,VD,0+,31.81,22.08
2024-11-10,VD,0-,19.46,14.07
2024-11-10,VS,A+,22.79,15.5
2024-11-10,VS,A-,30.75,18.18
2024-11-10,VS,B+,19.73,13.89
2024-11-10,VS,B-,30.11,16.29
2024-11-10,VS,AB+,26.67,15.31
2024-11-10,VS,AB-,15.23,11.2
2024-11-10,VS,0+,33.9,17.12
2024-11-10,VS,0-,14.11,9.84
2024-11-10,NE,A+,8.83,7.09
2024-11-10,NE,A-,11.67,8.7
2024-11-10,NE,B+,1.54,4.95
2024-11-10,NE,B-,8.62,5.07
2024-11-10,NE,AB+,11.22,6.01
2024-11-10,NE,AB-,9.92,6.92
2024-11-10,NE,0+,12.53,7.99
2024-11-10,NE,0-,7.97,6.35
2024-11-10,GE,A+,33.21,19.01
2024-11-10,GE,A-,24.59,18.21
2024-11-10,GE,B+,17.4,13.1
2024-11-10,GE,B-,33.85,18.68
2024-11-10,GE,AB+,5.36,9.02
2024-11-10,GE,AB-,24.0,15.71
2024-11-10,GE,0+,26.64,26.86
2024-11-10,GE,0-,5.53,13.93
2024-11-10,JU,A+,4.35,3.4
2024-11-10,JU,A-,5.98,5.78
2024-11-10,JU,B+,1.38,4.72
2024-11-10,JU,B-,3.58,3.22
2024-11-10,JU,AB+,3.75,2.53
2024-11-10,JU,AB-,1.69,5.04
2024-11-10,JU,0+,1.89,5.07
2024-11-10,JU,0-,4.72,4.39
2024-11-17,ZH,A+,55.48,31.6
2024-11-17,ZH,A-,26.18,16.61
2024-11-17,ZH,B+,11.5,35.42
2024-11-17,ZH,B-,52.04,33.88
2024-11-17,ZH,AB+,53.82,36.21
2024-11-17,ZH,AB-,28.06,23.97
2024-11-17,ZH,0+,51.11,27.06
2024-11-17,ZH,0-,5.54,20.6
2024-11-17,BE,A+,44.55,26.67
2024-11-17,BE,A-,20.11,10.2
2024-11-17,BE,B+,23.77,19.75
2024-11-17,BE,B-,45.57,29.03
2024-11-17,BE,AB+,22.54,15.76
2024-11-17,BE,AB-,38.64,20.87
2024-11-17,BE,0+,21.68,16.82
2024-11-17,BE,0-,45.45,25.62
2024-11-17,LU,A+,12.03,9.88
2024-11-17,LU,A-,24.65,19.76
2024-11-17,LU,B+,26.74,19.68
2024-11-17,LU,B-,29.48,21.22
2024-11-17,LU,AB+,20.16,14.49
2024-11-17,LU,AB-,21.27,17.51
2024-11-17,LU,0+,14.25,8.33
2024-11-17,LU,0-,7.74,19.21
2024-11-17,UR,A+,13.61,9.56
2024-11-17,UR,A-,11.41,5.89
2024-11-17,UR,B+,2.45,4.0
2024-11-17,UR,B-,14.16,7.89
2024-11-17,UR,AB+,13.5,9.5
2024-11-17,UR,AB-,6.52,6.49
2024-11-17,UR,0+,15.07,10.04
2024-11-17,UR,0-,11.8,7.83
2024-11-17,SZ,A+,16.94,11.62
2024-11-17,SZ,A-,12.38,7.55
2024-11-17,SZ,B+,16.17,10.98
2024-11-17,SZ,B-,11.98,6.97
2024-11-17,SZ,AB+,8.38,5.43
2024-11-17,SZ,AB-,16.14,10.43
2024-11-17,SZ,0+,16.98,10.29
2024-11-17,SZ,0-,13.38,8.58
2024-11-17,OW,A+,5.95,4.17
2024-11-17,OW,A-,3.8,2.32
2024-11-17,OW,B+,3.81,2.58
2024-11-17,OW,B-,7.71,4.33
2024-11-17,OW,AB+,1.01,3.5
2024-11-17,OW,AB-,0.78,2.59
2024-11-17,OW,0+,4.22,3.27
2024-11-17,OW,0-,4.1,2.66
2024-11-17,NW,A+,5.41,3.17
2024-11-17,NW,A-,4.74,2.98
2024-11-17,NW,B+,0.78,2.03
2024-11-17,NW,B-,5.3,3.56
2024-11-17,NW,AB+,4.43,3.23
2024-11-17,NW,AB-,3.36,2.99
2024-11-17,NW,0+,5.4,4.33
2024-11-17,NW,0-,2.64,2.15
2024-11-17,GL,A+,4.84,4.27
2024-11-17,GL,A-,6.01,4.12
2024-11-17,GL,B+,7.57,4.2
2024-11-17,GL,B-,5.32,3.41
2024-11-17,GL,AB+,4.88,4.61
2024-11-17,GL,AB-,6.77,5.14
2024-11-17,GL,0+,7.4,5.1
2024-11-17,GL,0-,6.94,4.33
2024-11-17,ZG,A+,9.57,6.14
2024-11-17,ZG,A-,5.56,3.02
2024-11-17,ZG,B+,11.47,8.47
2024-11-17,ZG,B-,9.23,5.29
2024-11-17,ZG,AB+,7.13,4.08
2024-11-17,ZG,AB-,7.72,5.81
2024-11-17,ZG,0+,7.65,7.81
2024-11-17,ZG,0-,6.55,4.67
2024-11-17,FR,A+,10.62,7.1
2024-11-17,FR,A-,15.94,9.66
2024-11-17,FR,B+,9.5,7.38
2024-11-17,FR,B-,3.35,7.85
2024-11-17,FR,AB+,7.33,5.31
2024-11-17,FR,AB-,6.13,4.03
2024-11-17,FR,0+,12.45,9.09
2024-11-17,FR,0-,12.09,9.79
2024-11-17,SO,A+,3.51,10.27
2024-11-17,SO,A-,30.12,17.42
2024-11-17,SO,B+,24.0,17.61
2024-11-17,SO,B-,9.08,7.35
2024-11-17,SO,AB+,15.32,10.79
2024-11-17,SO,AB-,17.33,11.22
2024-11-17,SO,0+,21.53,14.11
2024-11-17,SO,0-,19.48,15.47
2024-11-17,BS,A+,19.95,11.2
2024-11-17,BS,A-,17.09,8.82
2024-11-17,BS,B+,2.07,5.53
2024-11-17,BS,B-,8.18,5.73
2024-11-17,BS,AB+,25.18,13.45
2024-11-17,BS,AB-,10.36,10.4
2024-11-17,BS,0+,16.71,13.89
2024-11-17,BS,0-,2.2,5.53
2024-11-17,BL,A+,20.64,14.82
2024-11-17,BL,A-,4.13,10.73
2024-11-17,BL,B+,22.87,12.84
2024-11-17,BL,B-,27.41,14.05
2024-11-17,BL,AB+,19.96,12.18
2024-11-17,BL,AB-,37.76,20.54
2024-11-17,BL,0+,16.86,13.7
2024-11-17,BL,0-,6.97,18.93
2024-11-17,SH,A+,3.76,5.87
2024-11-17,SH,A-,6.67,4.01
2024-11-17,SH,B+,12.2,8.26
2024-11-17,SH,B-,12.49,7.42
2024-11-17,SH,AB+,10.34,8.33
2024-11-17,SH,AB-,5.93,5.32
2024-11-17,SH,0+,1.83,4.8
2024-11-17,SH,0-,8.28,6.11
2024-11-17,AR,A+,3.64,2.84
2024-11-17,AR,A-,8.59,6.7
2024-11-17,AR,B+,8.42,5.23
2024-11-17,AR,B-,6.91,4.52
2024-11-17,AR,AB+,3.59,2.73
2024-11-17,AR,AB-,2.47,7.36
2024-11-17,AR,0+,5.13,3.26
2024-11-17,AR,0-,7.45,4.42
2024-11-17,AI,A+,1.38,1.05
2024-11-17,AI,A-,3.56,2.93
2024-11-17,AI,B+,4.47,2.85
2024-11-17,AI,B-,2.83,2.01
2024-11-17,AI,AB+,3.49,1.81
2024-11-17,AI,AB-,3.92,2.59
2024-11-17,AI,0+,3.77,2.94
2024-11-17,AI,0-,1.16,1.83
2024-11-17,SG,A+,41.04,24.07
2024-11-17,SG,A-,6.77,22.73
2024-11-17,SG,B+,17.37,9.01
2024-11-17,SG,B-,40.75,20.5
2024-11-17,SG,AB+,15.43,12.24
2024-11-17,SG,AB-,23.88,14.3
2024-11-17,SG,0+,33.9,20.24
2024-11-17,SG,0-,43.55,23.89
2024-11-17,GR,A+,26.67,14.96
2024-11-17,GR,A-,25.05,17.92
2024-11-17,GR,B+,8.25,7.87
2024-11-17,GR,B-,20.44,15.8
2024-11-17,GR,AB+,11.05,9.0
2024-11-17,GR,AB-,13.67,9.21
2024-11-17,GR,0+,23.52,17.11
2024-11-17,GR,0-,8.8,6.93
2024-11-17,AG,A+,6.65,20.51
2024-11-17,AG,A-,20.24,15.15
2024-11-17,AG,B+,36.67,19.51
2024-11-17,AG,B-,22.57,18.78
2024-11-17,AG,AB+,25.47,20.1
2024-11-17,AG,AB-,36.53,19.67
2024-11-17,AG,0+,30.6,22.9
2024-11-17,AG,0-,13.9,10.54
2024-11-17,TG,A+,7.23,6.92
2024-11-17,TG,A-,3.23,10.15
2024-11-17,TG,B+,15.97,8.57
2024-11-17,TG,B-,9.94,7.57
2024-11-17,TG,AB+,11.63,10.88
2024-11-17,TG,AB-,14.0,9.65
2024-11-17,TG,0+,8.53,5.61
2024-11-17,TG,0-,14.24,13.34
2024-11-17,TI,A+,17.06,9.94
2024-11-17,TI,A-,3.31,7.07
2024-11-17,TI,B+,15.17,12.62
2024-11-17,TI,B-,25.46,14.16
2024-11-17,TI,AB+,10.41,6.82
2024-11-17,TI,AB-,17.6,11.29
2024-11-17,TI,0+,23.64,12.47
2024-11-17,TI,0-,21.59,13.78
2024-11-17,VD,A+,20.0,31.15
2024-11-17,VD,A-,42.15,28.94
2024-11-17,VD,B+,42.1,31.7
2024-11-17,VD,B-,52.63,29.6
2024-11-17,VD,AB+,56.99,35.26
2024-11-17,VD,AB-,21.43,33.01
2024-11-17,VD,0+,24.06,14.05
2024-11-17,VD,0-,24.46,18.41
2024-11-17,VS,A+,22.29,17.61
2024-11-17,VS,A-,26.96,18.17
2024-11-17,VS,B+,17.82,14.81
2024-11-17,VS,B-,29.26,18.33
2024-11-17,VS,AB+,39.87,21.73
2024-11-17,VS,AB-,12.54,9.39
2024-11-17,VS,0+,16.86,8.95
2024-11-17,VS,0-,23.56,17.17
2024-11-17,NE,A+,11.91,7.64
2024-11-17,NE,A-,8.38,5.83
2024-11-17,NE,B+,6.0,4.46
2024-11-17,NE,B-,6.12,3.38
2024-11-17,NE,AB+,11.29,6.01
2024-11-17,NE,AB-,12.73,7.37
2024-11-17,NE,0+,10.81,8.05
2024-11-17,NE,0-,8.34,6.41
2024-11-17,GE,A+,31.02,17.57
2024-11-17,GE,A-,30.77,24.43
2024-11-17,GE,B+,23.16,15.96
2024-11-17,GE,B-,18.42,11.85
2024-11-17,GE,AB+,8.88,25.96
2024-11-17,GE,AB-,29.31,24.92
2024-11-17,GE,0+,23.25,16.61
2024-11-17,GE,0-,28.17,19.58
2024-11-17,JU,A+,10.01,5.34
2024-11-17,JU,A-,4.76,3.83
2024-11-17,JU,B+,3.09,2.26
2024-11-17,JU,B-,4.25,2.58
2024-11-17,JU,AB+,5.27,4.53
2024-11-17,JU,AB-,6.63,3.53
2024-11-17,JU,0+,8.76,4.74
2024-11-17,JU,0-,2.85,2.5
2024-11-24,ZH,A+,9.52,37.7
2024-11-24,ZH,A-,60.27,40.27
2024-11-24,ZH,B+,75.08,44.9
2024-11-24,ZH,B-,45.55,23.58
2024-11-24,ZH,AB+,7.33,22.7
2024-11-24,ZH,AB-,34.53,18.24
2024-11-24,ZH,0+,40.32,23.74
2024-11-24,ZH,0-,10.96,30.35
2024-11-24,BE,A+,16.3,10.49
2024-11-24,BE,A-,25.99,23.19
2024-11-24,BE,B+,31.78,19.69
2024-11-24,BE,B-,26.18,13.15
2024-11-24,BE,AB+,3.25,10.42
2024-11-24,BE,AB-,5.53,19.89
2024-11-24,BE,0+,25.77,16.4
2024-11-24,BE,0-,26.66,13.5
2024-11-24,LU,A+,16.81,8.56
2024-11-24,LU,A-,27.26,20.41
2024-11-24,LU,B+,20.97,11.08
2024-11-24,LU,B-,13.81,13.42
2024-11-24,LU,AB+,28.98,22.89
2024-11-24,LU,AB-,6.25,16.47
2024-11-24,LU,0+,36.64,22.5
2024-11-24,LU,0-,24.04,21.28
2024-11-24,UR,A+,7.63,4.3
2024-11-24,UR,A-,3.45,6.75
2024-11-24,UR,B+,13.55,9.92
2024-11-24,UR,B-,5.52,4.26
2024-11-24,UR,AB+,5.43,4.39
2024-11-24,UR,AB-,15.89,8.83
2024-11-24,UR,0+,9.11,6.27
2024-11-24,UR,0-,2.64,9.14
2024-11-24,SZ,A+,4.94,5.03
2024-11-24,SZ,A-,11.39,6.27
2024-11-24,SZ,B+,17.41,11.19
2024-11-24,SZ,B-,5.06,12.1
2024-11-24,SZ,AB+,9.56,5.07
2024-11-24,SZ,AB-,18.08,12.57
2024-11-24,SZ,0+,18.32,9.87
2024-11-24,SZ,0-,11.66,7.96
2024-11-24,OW,A+,4.55,3.86
2024-11-24,OW,A-,3.22,1.92
2024-11-24,OW,B+,0.85,2.94
2024-11-24,OW,B-,2.66,2.29
2024-11-24,OW,AB+,5.75,3.91
2024-11-24,OW,AB-,3.21,2.03
2024-11-24,OW,0+,3.93,3.14
2024-11-24,OW,0-,5.63,3.09
2024-11-24,NW,A+,2.29,4.48
2024-11-24,NW,A-,5.4,3.24
2024-11-24,NW,B+,4.93,2.93
2024-11-24,NW,B-,2.45,2.05
2024-11-24,NW,AB+,1.54,2.35
2024-11-24,NW,AB-,4.24,3.47
2024-11-24,NW,0+,7.11,3.6
2024-11-24,NW,0-,2.84,2.69
2024-11-24,GL,A+,1.73,4.02
2024-11-24,GL,A-,0.88,3.05
2024-11-24,GL,B+,5.39,4.13
2024-11-24,GL,B-,3.16,2.18
2024-11-24,GL,AB+,3.06,2.48
2024-11-24,GL,AB-,2.58,2.15
2024-11-24,GL,0+,7.89,4.38
2024-11-24,GL,0-,6.36,5.2
2024-11-24,ZG,A+,8.49,4.46
2024-11-24,ZG,A-,6.26,4.15
2024-11-24,ZG,B+,5.17,4.32
2024-11-24,ZG,B-,7.95,7.36
2024-11-24,ZG,AB+,7.26,6.42
2024-11-24,ZG,AB-,11.24,7.11
2024-11-24,ZG,0+,15.08,7.58
2024-11-24,ZG,0-,11.19,6.35
2024-11-24,FR,A+,7.95,6.8
2024-11-24,FR,A-,19.39,10.8
2024-11-24,FR,B+,11.68,6.63
2024-11-24,FR,B-,4.64,4.39
2024-11-24,FR,AB+,10.37,5.69
2024-11-24,FR,AB-,6.45,4.23
2024-11-24,FR,0+,11.77,9.85
2024-11-24,FR,0-,3.54,11.6
2024-11-24,SO,A+,29.51,16.63
2024-11-24,SO,A-,16.52,8.4
2024-11-24,SO,B+,14.29,11.66
2024-11-24,SO,B-,19.19,14.5
2024-11-24,SO,AB+,17.13,11.51
2024-11-24,SO,AB-,22.94,14.55
2024-11-24,SO,0+,18.08,9.07
2024-11-24,SO,0-,27.28,16.59
2024-11-24,BS,A+,6.75,5.48
2024-11-24,BS,A-,21.43,10.82
2024-11-24,BS,B+,11.29,11.3
2024-11-24,BS,B-,24.77,14.64
2024-11-24,BS,AB+,3.31,12.57
2024-11-24,BS,AB-,7.87,7.81
2024-11-24,BS,0+,22.36,14.95
2024-11-24,BS,0-,16.76,8.67
2024-11-24,BL,A+,10.04,9.89
2024-11-24,BL,A-,30.53,15.33
2024-11-24,BL,B+,19.87,20.21
2024-11-24,BL,B-,9.37,19.05
2024-11-24,BL,AB+,14.34,11.44
2024-11-24,BL,AB-,22.48,15.21
2024-11-24,BL,0+,21.36,12.44
2024-11-24,BL,0-,23.36,19.67
2024-11-24,SH,A+,1.77,4.31
2024-11-24,SH,A-,7.1,4.66
2024-11-24,SH,B+,9.08,6.37
2024-11-24,SH,B-,3.02,7.44
2024-11-24,SH,AB+,6.44,4.25
2024-11-24,SH,AB-,5.35,4.4
2024-11-24,SH,0+,6.98,4.47
2024-11-24,SH,0-,9.34,6.97
2024-11-24,AR,A+,6.54,3.36
2024-11-24,AR,A-,6.87,3.81
2024-11-24,AR,B+,6.98,5.88
2024-11-24,AR,B-,4.24,4.17
2024-11-24,AR,AB+,9.22,4.98
2024-11-24,AR,AB-,13.52,7.25
2024-11-24,AR,0+,4.53,3.01
2024-11-24,AR,0-,3.65,3.54
2024-11-24,AI,A+,4.28,2.83
2024-11-24,AI,A-,0.4,1.28
2024-11-24,AI,B+,3.42,2.21
2024-11-24,AI,B-,2.01,1.52
2024-11-24,AI,AB+,4.7,2.68
2024-11-24,AI,AB-,1.76,1.13
2024-11-24,AI,0+,2.01,1.71
2024-11-24,AI,0-,3.58,2.56
2024-11-24,SG,A+,18.98,10.57
2024-11-24,SG,A-,32.74,18.93
2024-11-24,SG,B+,22.77,19.49
2024-11-24,SG,B-,22.17,18.46
2024-11-24,SG,AB+,26.66,14.21
2024-11-24,SG,AB-,19.91,14.46
2024-11-24,SG,0+,26.17,19.71
2024-11-24,SG,0-,10.32,16.23
2024-11-24,GR,A+,22.5,16.83
2024-11-24,GR,A-,9.83,9.91
2024-11-24,GR,B+,9.99,7.16
2024-11-24,GR,B-,15.83,8.18
2024-11-24,GR,AB+,13.56,11.15
2024-11-24,GR,AB-,13.65,10.46
2024-11-24,GR,0+,12.73,10.98
2024-11-24,GR,0-,21.32,15.47
2024-11-24,AG,A+,31.84,23.29
2024-11-24,AG,A-,18.42,11.51
2024-11-24,AG,B+,20.51,19.78
2024-11-24,AG,B-,11.64,8.12
2024-11-24,AG,AB+,21.59,15.17
2024-11-24,AG,AB-,15.54,14.76
2024-11-24,AG,0+,30.09,23.86
2024-11-24,AG,0-,19.59,13.02
2024-11-24,TG,A+,18.35,10.94
2024-11-24,TG,A-,12.51,10.87
2024-11-24,TG,B+,8.53,6.9
2024-11-24,TG,B-,12.02,8.89
2024-11-24,TG,AB+,17.69,11.85
2024-11-24,TG,AB-,13.62,9.13
2024-11-24,TG,0+,14.61,8.38
2024-11-24,TG,0-,17.1,12.64
2024-11-24,TI,A+,12.98,13.37
2024-11-24,TI,A-,25.36,15.48
2024-11-24,TI,B+,13.66,9.27
2024-11-24,TI,B-,21.36,13.25
2024-11-24,TI,AB+,17.4,12.14
2024-11-24,TI,AB-,2.34,7.94
2024-11-24,TI,0+,8.75,6.17
2024-11-24,TI,0-,15.86,11.26
2024-11-24,VD,A+,33.72,24.57
2024-11-24,VD,A-,48.05,27.02
2024-11-24,VD,B+,35.38,27.88
2024-11-24,VD,B-,34.07,26.48
2024-11-24,VD,AB+,20.49,12.04
2024-11-24,VD,AB-,54.36,35.55
2024-11-24,VD,0+,27.81,17.86
2024-11-24,VD,0-,26.83,17.38
2024-11-24,VS,A+,10.97,8.99
2024-11-24,VS,A-,22.77,14.67
2024-11-24,VS,B+,28.74,14.84
2024-11-24,VS,B-,30.58,22.46
2024-11-24,VS,AB+,6.22,19.26
2024-11-24,VS,AB-,26.42,21.96
2024-11-24,VS,0+,28.21,19.92
2024-11-24,VS,0-,15.67,13.12
2024-11-24,NE,A+,10.88,8.89
